siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
533839684,00016,53383968400016,O,2011-07-26,,,,2011-08-04T04:53:33,true,A,O,,2011-07-26,5499,HIPOCAMPO,,HIPOCAMPO,,,,,,,,,,,,47.11A,NAFRev2,,,N,,,00016,2020-07-09T10:24:13,PME,2019,,14,,AV,LOUIS ARMAND,38180,SEYSSINS,,,38486,,,,,,,,,,,,,,,,,,,A,,,,,47.11A,NAFRev2,N
534071436,00016,53407143600016,O,2011-07-21,,,,2019-11-14T14:00:36,true,A,O,,2011-07-21,5499,LEDOUX,,,,,,,,,,,,,,47.11B,NAFRev2,,,N,,,00016,2017-05-20T03:34:51,PME,2019,,20,,RUE,DES TILLEULS,38300,SAINT-SAVIN,,,38455,,,,,,,,,,,,,,,,,,,A,PROXI SERVICE,,,PROXI SERVICE,47.11B,NAFRev2,N
534719588,00012,53471958800012,O,2011-07-01,NN,,,2019-11-14T14:00:36,true,A,O,,2011-07-01,1000,,,,,,M,NEU,,PATRICK,,,,PATRICK,,47.11C,NAFRev2,,,N,NN,,00012,2017-05-20T03:40:43,PME,2019,,,,,PLAN DE VILLE,38380,SAINT-PIERRE-DE-CHARTREUSE,,,38442,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11C,NAFRev2,N
535228571,00019,53522857100019,O,2011-09-01,02,2019,,2021-10-27T08:43:19,true,A,O,,2011-09-01,5710,LE COMPTOIR DE NOS FERMES,,,,,,,,,,,,,,47.11C,NAFRev2,,,O,02,2019,00019,2021-10-27T08:43:19,PME,2019,,100,,CHE,DES EVEQUAUX,38330,BIVIERS,,,38045,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
535349617,00014,53534961700014,O,2011-10-12,03,2019,,2021-10-27T08:43:25,true,A,O,,2011-10-12,5499,CASSEGRAIN DISTRIBUTION,,,,,,,,,,,,,,47.11D,NAFRev2,,,N,03,2019,00014,2021-10-27T08:43:25,PME,2019,,,,AV,DE LA MUZELLE,38860,LES DEUX ALPES,,,38253,,,,,,,,,,,,,,,,,,,A,CARREFOUR MONTAGNE,,,CARREFOUR MONTAGNE,47.11D,NAFRev2,N
537517526,00019,53751752600019,O,2011-10-17,,,,2016-05-03T03:51:42,true,A,O,,2011-10-17,5499,ARARAT,,,,,,,,,,,,,,47.11B,NAFRev2,,,N,,,00019,2017-05-20T03:51:48,PME,2019,,2,,ALL,JOSEPH KESSEL,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
539127472,00022,53912747200022,O,2016-05-01,01,2019,,2021-10-27T08:45:21,true,A,O,,2011-11-18,5710,AKHAN,,,,,,,,,,,,,,47.11B,NAFRev2,,N,O,01,2019,00022,2021-10-27T08:45:21,PME,2019,,16,,RUE,LECONTE DE LISLE,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,AKHAN,47.11B,NAFRev2,O
539600205,00048,53960020500048,O,2019-03-01,,,,2019-02-22T10:07:43,true,A,O,,2012-02-15,1000,,,,,,F,CONTICCHIO,,EMILIE,,,,EMILIE,,47.11B,NAFRev2,,,N,,,00048,2019-02-22T10:07:43,PME,2019,,12,,RUE,EUGENE FAURE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,LABEL EPICERIE,,,LABEL EPICERIE,47.11B,NAFRev2,N
539642181,00017,53964218100017,O,2012-01-18,,,,2012-02-03T06:32:56,true,A,O,,2012-01-18,5499,VERDURE ADDICT,,,,,,,,,,,,,,47.11B,NAFRev2,,,N,,,00017,2020-07-09T10:28:11,PME,2019,,9,,RUE,DE LA MORILLERE,38360,SASSENAGE,,,38474,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
552083297,01786,55208329701786,O,2004-03-31,12,2019,,2021-10-27T08:46:41,false,A,O,,1955-01-01,5710,"MONOPRIX EXPLOITATION, PAR ABREVIATION MPX",,,,,,,,,,,,,,47.11E,NAFRev2,,N,O,53,2019,02537,2022-01-28T11:38:26,GE,2019,,3,,RUE,CHARLES LORY,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,MONOPRIX,,,,47.11D,NAFRev2,O
623611175,00018,62361117500018,O,1962-01-01,,,,2008-01-05T02:35:39,true,A,O,,1962-01-01,1000,,,,,,M,BATAILLON,,MAX,,,,MAX,,47.11B,NAFRev2,,,N,,,00018,2017-05-20T04:24:47,PME,2019,,,,,,38510,BRANGUES,,,38055,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
632000014,01470,63200001401470,O,2012-05-20,03,2019,,2021-10-27T08:47:34,false,A,O,,1900-01-01,5699,LA VIE CLAIRE,,,,,,,,,,,,,,47.11C,NAFRev2,,N,O,42,2019,01405,2022-02-01T12:30:03,ETI,2019,,26,,RTE,DE CREMIEU,38230,TIGNIEU-JAMEYZIEU,,,38507,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
632000014,02437,63200001402437,O,2020-11-26,,,,2020-11-04T13:58:17,false,A,O,,1900-01-01,5699,LA VIE CLAIRE,,,,,,,,,,,,,,47.11C,NAFRev2,,N,O,42,2019,01405,2022-02-01T12:30:03,ETI,2019,,103,,AV,GABRIEL PERI,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
632000014,02569,63200001402569,O,2021-11-25,,,,2021-11-16T13:47:05,false,A,O,,1900-01-01,5699,LA VIE CLAIRE,,,,,,,,,,,,,,47.11C,NAFRev2,,N,O,42,2019,01405,2022-02-01T12:30:03,ETI,2019,,,,RPT,DE LA FOLATIERE,38300,BOURGOIN-JALLIEU,,,38053,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
750796252,00013,75079625200013,O,2012-06-15,,,5610CQ,2019-11-14T14:00:36,true,A,O,,2012-06-15,1000,,,,,,M,PEREIRA,,PAUL,,,,PAUL,,47.11B,NAFRev2,,,N,,,00013,2017-05-20T01:15:45,PME,2019,,4,,PL,RENE DUQUAIRE,38230,PONT-DE-CHERUY,,,38316,,,,,,,,,,,,,,,,,,,A,COEUR EXOTIQUE,,,COEUR EXOTIQUE,47.11B,NAFRev2,N
750804114,00015,75080411400015,O,2012-03-05,,,,2021-02-23T16:05:52,true,A,O,,2012-03-05,1000,,,,,,F,KOURAOGO,OUEDRAOGO,FLORENCE,,,,FLORENCE,,47.11B,NAFRev2,,,N,,,00015,2017-05-20T01:15:50,PME,2019,,6,,PL,VICTOR JAT,38360,NOYAREY,,,38281,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
751064627,00019,75106462700019,O,2012-04-04,01,2019,,2021-10-27T08:50:44,true,A,O,,2012-04-04,5499,TAXIPHONE L'ARLEQUIN,,,,,,,,,,,,,,47.11B,NAFRev2,,N,O,01,2019,00019,2021-10-27T08:50:44,PME,2019,,117,,,GALERIE DE L'ARLEQUIN,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
751628884,00023,75162888400023,O,2018-07-14,01,2018,,2020-08-25T10:54:22,false,A,O,,2012-05-01,1000,,,,,,M,JACQUET,,THIERRY,,,,THIERRY,,56.30Z,NAFRev2,,,O,01,2018,00015,2020-08-25T10:54:22,PME,2019,,,,,LES DOLOMITES,38650,GRESSE-EN-VERCORS,,,38186,,,,,,,,,,,,,,,,,,,A,EPICERIE LES DOLOMITES,,,,47.11B,NAFRev2,O
752280214,00020,75228021400020,O,2016-07-29,,,4332AA,2021-02-23T16:08:21,true,A,O,,2012-06-20,5499,4M DESIGN,,,,,,,,,,,,,,47.11B,NAFRev2,,,N,NN,,00020,2019-06-05T04:27:27,PME,2019,PARC BELLEDONNE BAT B4,9,,RUE,ANNE FRANK,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,A,CONCESSIONNAIRE POGGENPOHL,,,,47.11B,NAFRev2,N
752435859,00018,75243585900018,O,2012-06-26,02,2019,,2021-10-27T08:52:03,true,A,O,,2012-06-26,5499,JULEMI,,,,,,,,,,,,,,47.11B,NAFRev2,,N,O,02,2019,00018,2021-10-27T08:52:03,PME,2019,,47,,AV,DE LA CHARTREUSE,38240,MEYLAN,,,38229,,,,,,,,,,,,,,,,,,,A,CARREFOUR EXPRESS,,,,47.11B,NAFRev2,O
752615211,00014,75261521100014,O,2012-07-12,,,,2013-05-10T04:48:13,true,A,O,,2012-07-12,1000,,,,,,M,MANKER,,VIKARAM,,,,VIKARAM,,47.11B,NAFRev2,,,O,,,00014,2017-05-20T01:36:41,PME,2019,,2,,RUE,DE LA PORTELLE,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,A,SURYA ALIMENTATION GENERALE,,,,47.11B,NAFRev2,O
752804369,00037,75280436900037,O,2018-09-20,,,,2021-02-23T16:09:20,false,A,O,,2012-07-24,5499,RG SOLUTIONS,,,,,,,,,,,,,,47.29Z,NAFRev2,,N,O,01,2019,00029,2021-10-27T08:52:26,PME,2019,,5,,RUE,JOSEPH GRENOUILLET,38780,PONT-EVEQUE,,,38318,,,,,,,,,,,,,,,,,,,A,SUPERETTE DU PLATEAU,,,,47.11C,NAFRev2,O
753308238,02930,75330823802930,O,2017-05-30,,,,2019-11-14T14:00:36,false,A,O,,2012-08-08,5710,ACTION FRANCE,,,,,,,,,,,,,,47.19B,NAFRev2,,N,O,52,2019,04860,2022-02-05T08:41:31,GE,2019,,34,,AV,DE PROVENCE,38160,SAINT-MARCELLIN,,,38416,,,,,,,,,,,,,,,,,,,A,ACTIO,,,ACTION,47.11D,NAFRev2,O
753308238,04084,75330823804084,O,2018-05-03,,,,2018-07-19T04:24:02,false,A,O,,2012-08-08,5710,ACTION FRANCE,,,,,,,,,,,,,,47.19B,NAFRev2,,N,O,52,2019,04860,2022-02-05T08:41:31,GE,2019,LIEUDIT LARBONNAS,,,,ZAC DE SAINT-HUBERT,38080,L'ISLE-D'ABEAU,,,38193,,,,,,,,,,,,,,,,,,,A,ACTION,,,ACTION,47.11B,NAFRev2,O
753308238,05420,75330823805420,O,2019-09-23,,,,2019-11-04T10:35:23,false,A,O,,2012-08-08,5710,ACTION FRANCE,,,,,,,,,,,,,,47.19B,NAFRev2,,N,O,52,2019,04860,2022-02-05T08:41:31,GE,2019,ZI LES BLANCHISSERIE,,,,ZI LES BLANCHISSERIES,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,A,ACTION,,,ACTION,47.11D,NAFRev2,O
753834977,00021,75383497700021,O,2019-08-26,01,2019,1072ZZ,2021-10-27T08:53:27,true,A,O,,2012-09-14,1000,,,,,,F,TRUCHET,,SANDRINE,CAROLE,,,SANDRINE,,47.11B,NAFRev2,,,O,01,2019,00021,2021-10-27T08:53:27,PME,2019,,1,,CHE,DU BILLERY,38360,SASSENAGE,,,38474,,,,,,,,,,,,,,,,,,,A,LES LOCAVORES - L'ATELIER,,,,47.11B,NAFRev2,O
760200477,00080,76020047700080,O,2002-12-24,21,2019,,2021-10-27T08:53:45,false,A,O,,1960-01-01,5710,DUPARC ET GESLIN,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,32,2019,00072,2021-11-07T20:07:08,ETI,2019,,1900,,AV,DE SAVOIE,38110,SAINT-CLAIR-DE-LA-TOUR,,,38377,,,,,,,,,,,,,,,,,,,A,CARREFOUR MARKET,,,,47.11D,NAFRev2,O
784939688,02029,78493968802029,O,1992-02-03,11,2019,,2021-10-27T08:56:14,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,ESPACE COMBOIRE,,,RUE,DU DRAC,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,A,,,,,47.11A,NAFRev2,O
784939688,02532,78493968802532,O,1995-01-14,03,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,,77,,AV,DU GRESIVAUDAN,38240,MEYLAN,,,38229,,,,,,,,,,,,,,,,,,,A,,,,,47.11A,NAFRev2,O
784939688,03209,78493968803209,O,1997-04-29,03,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,,10,,RUE,LESDIGUIERES,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11A,NAFRev2,O
784939688,04975,78493968804975,O,2001-12-07,03,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,,26,,BD,DENFERT ROCHEREAU,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,A,PICARD,,,,47.11A,NAFRev2,O
784939688,05303,78493968805303,O,2002-09-02,02,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,CC CARREFOUR ZAC,,,,LES ILES,38120,SAINT-EGREVE,,,38382,,,,,,,,,,,,,,,,,,,A,,,,,47.11A,NAFRev2,O
784939688,05329,78493968805329,O,2002-10-28,03,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,82 A-84,82,A,CRS,JEAN JAURES,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,PICARD,,,,47.11A,NAFRev2,O
784939688,05790,78493968805790,O,2003-09-01,03,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,C C CARREFOUR,,,,ZAC ST HUBERT LES SAYES,38080,L'ISLE-D'ABEAU,,,38193,,,,,,,,,,,,,,,,,,,A,,,,,47.11A,NAFRev2,O
784939688,07622,78493968807622,O,2007-12-21,02,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,13 AV DU GENERAL CHAMPON,14,,AV,ALBERT 1ER DE BELGIQUE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,PICARD SURGELES,,,,47.11A,NAFRev2,O
784939688,07747,78493968807747,O,2007-11-30,02,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,,846,,AV,AMBROISE CROIZAT,38920,CROLLES,,,38140,,,,,,,,,,,,,,,,,,,A,PICARD SURGELES,,,,47.11A,NAFRev2,O
784939688,08323,78493968808323,O,2009-07-27,02,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,,,,RTE,DE CREMIEU,38230,TIGNIEU-JAMEYZIEU,,,38507,,,,,,,,,,,,,,,,,,,A,PICARD SURGELES,,,,47.11A,NAFRev2,O
784939688,08760,78493968808760,O,2010-08-07,03,2019,,2021-10-27T08:56:15,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,,34,,AV,JEAN JAURES,38320,EYBENS,,,38158,,,,,,,,,,,,,,,,,,,A,PICARD SURGELES,,,,47.11A,NAFRev2,O
784939688,09834,78493968809834,O,2014-07-02,02,2019,,2021-10-27T08:56:16,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,,90,,AV,GABRIEL PERI,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,A,PICARD,,,PICARD SURGELES,47.11A,NAFRev2,O
784939688,10253,78493968810253,O,2016-05-20,02,2019,,2021-10-27T08:56:16,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,CC GEANT CASINO CHASSESUD LD LES ROUES,1515,,AV,FREDERIC MISTRAL,38670,CHASSE-SUR-RHONE,,,38087,,,,,,,,,,,,,,,,,,,A,PICARD,,,PICARD SURGELES,47.11A,NAFRev2,O
784939688,10329,78493968810329,O,2016-11-25,02,2019,,2021-10-27T08:56:16,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,CC LECLERC,,,,GAMEUX,38160,CHATTE,,,38095,,,,,,,,,,,,,,,,,,,A,PICARD,,,PICARD SURGELES,47.11A,NAFRev2,O
784939688,10980,78493968810980,O,2021-01-08,,,,2021-01-05T15:53:12,false,A,O,,1958-01-01,5710,PICARD SURGELES,,PICARD,,,,,,,,,,,,47.11A,NAFRev2,,N,O,52,2019,10915,2022-02-10T03:57:56,GE,2019,,51,,RUE,AIME BOUCHAYER,38170,SEYSSINET-PARISET,,,38485,,,,,,,,,,,,,,,,,,,A,PICARD,,,PICARD SURGELES,47.11A,NAFRev2,O
786920306,01463,78692030601463,O,2017-02-02,,,,2019-11-14T14:00:35,false,A,O,,1980-12-30,5710,CORA,,CORA,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,00093,2021-12-28T23:51:38,GE,2019,,8,,ESP,DE LA FOLATIERE,38300,BOURGOIN-JALLIEU,,,38053,,,,,,,,,,,,,,,,,,,A,CORA,,,CORA BOURGOIN JALLIEU,47.11F,NAFRev2,N
788560803,00017,78856080300017,O,2012-10-25,,,,2019-11-14T14:00:36,true,A,O,,2012-10-25,1000,,,,,,M,ASTOUX,,LOUIS,,,,LOUIS,,47.11B,NAFRev2,,,N,,,00017,2017-05-20T02:09:03,PME,2019,,,,,RUE DES PIONNIERS,38250,VILLARD-DE-LANS,,,38548,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
788618411,00029,78861841100029,O,2012-09-17,,,,2019-11-14T14:00:36,true,A,O,,2004-06-28,1000,,,,,,M,JAY,,ERIC,BERNARD,,,ERIC,,47.11B,NAFRev2,,,N,NN,,00029,2019-05-22T08:20:59,PME,2019,,,,PL,DE L EGLISE,38700,LE SAPPEY-EN-CHARTREUSE,,,38471,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
788630937,00019,78863093700019,O,2012-10-15,,,,2012-10-10T04:30:52,true,A,O,,2012-10-15,1000,,,,,,F,PETREQUIN,,TANIA,,,,TANIA,,47.11B,NAFRev2,,,N,,,00019,2017-05-20T02:09:43,PME,2019,,,,,COMBE NOIRE,38710,PREBOIS,,,38321,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
788989218,00011,78898921800011,O,2012-11-15,01,2019,,2021-10-27T08:57:16,true,A,O,,2012-11-15,5499,HERVE GRIVAZ,,,,,,,,,,,,,,47.11B,NAFRev2,,N,O,01,2019,00011,2021-10-27T08:57:16,PME,2019,,28,,RUE,DU STADE,38460,SAINT-ROMAIN-DE-JALIONAS,,,38451,,,,,,,,,,,,,,,,,,,A,VIVAL,,,,47.11B,NAFRev2,O
789139789,00505,78913978900505,O,2013-01-01,12,2019,,2021-10-27T08:57:26,false,A,O,,2012-10-29,5710,COLRUYT RETAIL FRANCE,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,51,2019,00018,2022-01-28T15:37:23,ETI,2019,19-21,19,,RTE,NATIONALE,38300,NIVOLAS-VERMELLE,,,38276,,,,,,,,,,,,,,,,,,,A,COLRUYT,,,,47.11D,NAFRev2,O
789139789,00661,78913978900661,O,2013-01-01,12,2019,,2021-10-27T08:57:26,false,A,O,,2012-10-29,5710,COLRUYT RETAIL FRANCE,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,51,2019,00018,2022-01-28T15:37:23,ETI,2019,,,,RUE,DE CHAMP SAPPEY,38830,CRETS EN BELLEDONNE,,,38439,,,,,,,,,,,,,,,,,,,A,COLRUYT-DATS,,,CODI-FRANCE,47.11D,NAFRev2,O
789139789,00885,78913978900885,O,2014-06-18,11,2019,,2021-10-27T08:57:26,false,A,O,,2012-10-29,5710,COLRUYT RETAIL FRANCE,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,51,2019,00018,2022-01-28T15:37:23,ETI,2019,,97,,RTE,DES AVENIERES,38630,LES AVENIERES VEYRINS-THUELLIN,,,38022,,,,,,,,,,,,,,,,,,,A,COLRUYT,,,,47.11D,NAFRev2,O
789139789,01024,78913978901024,O,2017-12-06,,,,2019-11-14T14:00:36,false,A,O,,2012-10-29,5710,COLRUYT RETAIL FRANCE,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,51,2019,00018,2022-01-28T15:37:23,ETI,2019,,67,,CHE,DE LA MOTTE,38680,SAINT-JUST-DE-CLAIX,,,38409,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
789139789,01057,78913978901057,O,2018-04-25,,,,2019-11-14T14:00:36,false,A,O,,2012-10-29,5710,COLRUYT RETAIL FRANCE,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,51,2019,00018,2022-01-28T15:37:23,ETI,2019,,16,B,CRS,VALLIER,38160,SAINT-MARCELLIN,,,38416,,,,,,,,,,,,,,,,,,,A,COLRUYT PRIX-QUALITE,,,,47.11D,NAFRev2,O
789214871,00020,78921487100020,O,2013-12-09,NN,,,2019-11-14T14:00:36,true,A,O,,2011-07-05,1000,,,,,,M,MARCHAL,,REMY,,,,REMY,,47.11C,NAFRev2,,,N,NN,,00020,2018-09-29T13:22:46,PME,2019,,292,,AV,GENERAL DE GAULLE,38250,VILLARD-DE-LANS,,,38548,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11C,NAFRev2,N
789303625,00014,78930362500014,O,2012-12-01,,,,2012-11-14T10:03:59,true,A,O,,2012-12-01,1000,,,,,,F,NDANDU NDUKA,,SNC,LAURETTE,,,SNC,,47.11B,NAFRev2,,,N,,,00014,2017-05-20T02:15:20,PME,2019,,119,,AV,JEAN PERROT,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,LOLA DE LA GRACE,,,LOLA DE LA GRACE,47.11B,NAFRev2,N
789307857,00027,78930785700027,O,2020-12-01,,,,2021-12-17T04:29:39,true,A,O,,2012-12-13,1000,,,,,,M,OKTEM,,SALIH,,,,SALIH,,47.11B,NAFRev2,,,O,NN,,00027,2021-12-17T04:29:39,PME,2019,,24,,BD,GAMBETTA,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,GAMBETTA SHOP,,,,47.11B,NAFRev2,O
789392487,00029,78939248700029,O,2015-07-01,01,2019,,2021-10-27T08:57:41,true,A,O,,2012-11-14,1000,,,,,,F,ALVAREZ,,AUDREY,SIMONE,BENIGNA,,AUDREY,,47.11B,NAFRev2,,,O,01,2019,00029,2021-10-27T08:57:42,PME,2019,,,,,LE VILLAGE,38930,LALLEY,,,38204,,,,,,,,,,,,,,,,,,,A,VIVAL,,,,47.11B,NAFRev2,O
789622305,00017,78962230500017,O,2012-11-20,,,,2013-03-29T04:50:25,true,A,O,,2012-11-20,5499,LA PUERTA DEL SOL,,LA PUERTA DEL SOL,,,,,,,,,,,,47.11B,NAFRev2,,,N,,,00017,2020-07-09T11:30:58,PME,2019,,285,,CHE,DES CHAUMES,38140,APPRIEU,,,38013,,,,,,,,,,,,,,,,,,,A,LA PUERTA DEL SOL,,,,47.11B,NAFRev2,N
789622305,00025,78962230500025,O,2012-12-12,,,,2013-03-29T04:50:25,false,A,O,,2012-11-20,5499,LA PUERTA DEL SOL,,LA PUERTA DEL SOL,,,,,,,,,,,,47.11B,NAFRev2,,,N,,,00017,2020-07-09T11:30:58,PME,2019,LES JARDINS DE MEDICIS-BATIMENT B,44,,AV,DE GRUGLIASCO,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,A,LA PUERTA DEL SOL,,,,47.11B,NAFRev2,N
789956745,00010,78995674500010,O,2012-10-10,03,2019,,2021-10-27T08:58:15,true,A,O,,2012-10-10,5499,SARL  CAYELI,,RIZE MARKET,,,,,,,,,,,,47.11C,NAFRev2,,,O,03,2019,00010,2021-10-27T08:58:15,PME,2019,,29,,RUE,DU PRE RUFFIER,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
790086284,00011,79008628400011,O,2013-01-01,,,,2021-02-23T16:16:09,true,A,O,,2013-01-01,1000,,,,,,F,MILLE,SANSON,DELPHINE,MARIE THERESE,,,DELPHINE,,47.11B,NAFRev2,,,N,,,00011,2017-05-20T02:21:52,PME,2019,,,,,CHATEAU BAS,38710,TREMINIS,,,38514,,,,,,,,,,,,,,,,,,,A,,,,EPICERIE SANSON,47.11B,NAFRev2,N
