siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
304688922,00026,30468892200026,O,2002-12-30,31,2019,,2021-10-27T08:15:18,false,A,O,,1976-01-01,5710,ISERE DISTRIBUTION,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,31,2019,00034,2021-10-27T08:15:18,ETI,2019,,,,,GAMEUX,38160,CHATTE,,,38095,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
308065499,00128,30806549900128,O,2018-10-02,,,,2019-02-08T03:43:35,false,A,O,,1976-01-01,5710,HUILERIE RICHARD,,,,,,,,,,,,,,10.41A,NAFRev2,,N,O,12,2019,00052,2021-10-27T08:16:22,PME,2019,,3,,RUE,DE STRASBOURG,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,D'UN GOUT A L'AUTRE,47.11B,NAFRev2,O
308428234,00014,30842823400014,O,1976-01-01,01,2019,,2021-10-27T08:16:27,true,A,O,,1976-01-01,5499,SODIVAR LARRIVE FOURNIER,,,,,,,,,,,,,,47.11B,NAFRev2,,N,O,01,2019,00014,2021-10-27T08:16:27,PME,2019,LES MOLES,2,,RUE,DE L'ABBATIALE,38890,SAINT-CHEF,,,38374,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
310192679,00028,31019267900028,O,1996-12-17,NN,,,2011-10-18T19:48:09,true,A,O,,1996-12-17,1000,,,CASINO,,,M,ROCHAS,,RAYMOND,,,,RAYMOND,,47.11C,NAFRev2,,,N,NN,,00028,2017-05-20T01:56:04,PME,2019,SUPERETTE CASINO C 5677,,,RTE,DE LA POSTE,38750,HUEZ,,,38191,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,N
311274773,00531,31127477300531,O,2010-01-01,01,2019,,2021-10-27T08:17:33,false,A,O,,1900-01-01,5710,ARGEL SUD EST,,,,,,,,,,,,,,47.11A,NAFRev2,,N,O,32,2019,00044,2021-10-27T08:17:33,GE,2019,,,,RTE,DES TERNES,38490,CHIMILIN,,,38104,,,,,,,,,,,,,,,,,,,A,,,,,47.11A,NAFRev2,O
311589931,00014,31158993100014,O,1987-10-05,NN,,,2010-04-18T03:36:57,true,A,O,,1987-10-05,1000,,,GERANT DU CASINO,,,M,VIGNON,,MICHEL,,,,MICHEL,,47.11B,NAFRev2,,,N,NN,,00014,2017-05-20T01:59:22,PME,2019,,7,,RUE,GAL DE GAULLE,38520,LE BOURG D'OISANS,,,38052,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
312819196,00022,31281919600022,O,2006-09-29,NN,,,2019-11-14T14:00:36,true,A,O,,1900-01-01,1000,,,,,,M,BEDU,,JEAN,FRANCOIS,,,JEAN,,47.11C,NAFRev2,,,N,NN,,00022,2017-05-20T02:03:32,PME,2019,,,,,GRANDE RUE,38680,PONT-EN-ROYANS,,,38319,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,N
319253985,00018,31925398500018,O,1980-04-01,NN,,,2010-04-18T03:52:56,true,A,O,,1980-04-01,1000,,,SOLEIL DE CARTHAGE,,,F,M HENNI,MILED,KHADOUJA,,,,KHADOUJA,,47.11B,NAFRev2,,,N,NN,,00018,2017-05-20T02:22:43,PME,2019,,7,,RUE,RENAULDON,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
319301024,00075,31930102400075,O,2014-08-09,,,,2014-08-14T09:44:12,false,A,O,,2003-01-10,1000,,,,,,M,PIERRET,,MAX,ROBERT,,,MAX,,56.10C,NAFRev2,,,O,NN,,00067,2019-03-08T09:45:33,PME,2019,STAND 19 LES HALLES STE CLAIRE,,,PL,SAINTE CLAIRE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
321022139,00018,32102213900018,O,1980-01-20,NN,,,2019-11-14T14:00:36,true,A,O,,1980-01-20,1000,,,,,,M,GIMBERT,,JEAN,LOUIS,,,JEAN,,47.11B,NAFRev2,,,O,NN,,00018,2017-05-20T02:29:43,PME,2019,,11,,RUE,DE SAINT ROBERT,38120,SAINT-EGREVE,,,38382,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
322908724,00055,32290872400055,O,2017-03-01,,,1051CZ,2021-02-23T10:46:25,true,A,O,,1981-10-15,1000,,,,,,M,COQUET,,JEAN,MICHEL,,,JEAN,,47.11B,NAFRev2,,,N,NN,,00055,2020-07-06T17:09:48,PME,2019,,824,,RTE,DE CHAMBERY,38330,SAINT-NAZAIRE-LES-EYMES,,,38431,,,,,,,,,,,,,,,,,,,A,FROMAGERIE L'ESTIVE,,,,47.11B,NAFRev2,N
324333921,00033,32433392100033,O,1997-10-01,21,2019,,2021-10-27T08:23:56,true,A,O,,1982-04-21,5710,CHADA,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,,O,21,2019,00033,2021-10-27T08:23:56,PME,2019,LOTISSEMENT PARC DU SOLEIL,,,LD,LES ELISES,38150,CHANAS,,,38072,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
325440428,00101,32544042800101,O,2011-10-26,,,,2011-11-15T08:16:51,false,A,O,,1982-08-18,1000,,,,,,M,LHERSONNEAU,,ROBERT,,,,ROBERT,,47.11B,NAFRev2,,,N,NN,,00051,2017-05-20T02:50:12,PME,2019,VILLA N 4,25,,RTE,DE SAVOIE,38690,EYDOCHE,,,38159,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
326521002,00146,32652100200146,O,1987-07-21,22,2019,,2021-10-27T08:25:17,false,A,O,,1983-03-16,5710,SOCIETE D'EXPLOITATION PROVENCIA,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,42,2019,00153,2022-01-24T20:18:47,ETI,2019,RTE DE BOURG,,,,ZI LES BLANCHISSERIES,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,A,CARREFOUR,,,,47.11F,NAFRev2,O
326521002,00211,32652100200211,O,1993-11-16,12,2019,,2021-10-27T08:25:17,false,A,O,,1983-03-16,5710,SOCIETE D'EXPLOITATION PROVENCIA,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,42,2019,00153,2022-01-24T20:18:47,ETI,2019,ZAC LE VERNAY,,,RTE,DE ST QUENTIN,38210,TULLINS,,,38517,,,,,,,,,,,,,,,,,,,A,CARREFOUR MARKET,,,,47.11D,NAFRev2,O
326521002,00237,32652100200237,O,1995-02-06,21,2019,,2021-10-27T08:25:17,false,A,O,,1983-03-16,5710,SOCIETE D'EXPLOITATION PROVENCIA,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,42,2019,00153,2022-01-24T20:18:47,ETI,2019,,672,,CHE,DE LA GARE,38460,CREMIEU,,,38138,,,,,,,,,,,,,,,,,,,A,CARREFOUR MARKET,,,,47.11D,NAFRev2,O
326521002,00278,32652100200278,O,2000-01-01,12,2019,,2021-10-27T08:25:17,false,A,O,,1983-03-16,5710,SOCIETE D'EXPLOITATION PROVENCIA,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,42,2019,00153,2022-01-24T20:18:47,ETI,2019,RN 75,,,LD,MONTEUIL,38430,SAINT-JEAN-DE-MOIRANS,,,38400,,,,,,,,,,,,,,,,,,,A,CARREFOUR MARKET,,,,47.11D,NAFRev2,O
327242681,00028,32724268100028,O,1990-01-01,NN,,,2008-09-10T10:28:28,true,A,O,,1983-02-04,1000,,,EURL GALLO,,,M,GALLO,,JOSEPH,,,,JOSEPH,,47.11B,NAFRev2,,,N,NN,,00028,2011-12-02T01:59:41,,,,,,,PRAPOUTEL LES SEPT LAUX,38190,LES ADRETS,,,38002,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
327648101,00019,32764810100019,O,1983-04-11,,,,2008-01-04T19:30:10,true,A,O,,1983-04-11,1000,,,,,,M,ASENCIO,,RENE,,,,RENE,,47.11B,NAFRev2,,,N,,,00019,2017-05-20T03:01:40,PME,2019,,67,,,GRANDE RUE,38340,VOREPPE,,,38565,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
327844544,00087,32784454400087,O,2020-12-02,,,,2020-12-07T03:33:49,false,A,O,,1983-09-15,5458,CASABIO,,,,,,,,,,,,,,47.11C,NAFRev2,,O,O,21,2019,00020,2021-10-27T08:26:12,PME,2019,,43,,RUE,ABBE GREGOIRE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,CASABIO RESTAURATION,,,CASABIO RESTAURATION,47.11C,NAFRev2,O
328417738,00031,32841773800031,O,2007-11-01,02,2019,,2021-10-27T08:26:35,true,A,O,,1983-10-01,1000,,,,,,M,PICARD,,BRUNO,,,,BRUNO,,47.11C,NAFRev2,,,O,02,2019,00031,2021-10-27T08:26:35,PME,2019,,116,,CRS,BERRIAT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
328658398,00016,32865839800016,O,1983-10-24,21,2019,,2021-10-27T08:26:44,true,A,O,,1983-10-24,5710,JOCILE,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,N,O,21,2019,00016,2021-10-27T08:26:44,PME,2019,ZI LES ILES DU BOURNET,112,,RUE,DE LA LIBERTE,38180,SEYSSINS,,,38486,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
328738893,00010,32873889300010,O,1983-11-23,12,2019,,2021-10-27T08:26:47,true,A,O,,1983-11-23,5710,SODINAY,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,12,2019,00010,2021-10-27T08:26:47,PME,2019,123 AVENUE,123,,RUE,DE LA GARE,38470,VINAY,,,38559,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
328803374,00011,32880337400011,O,1983-11-16,12,2019,,2021-10-27T08:26:50,true,A,O,,1983-11-16,5710,SOPLANADE SA,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,N,O,12,2019,00011,2021-10-27T08:26:50,PME,2019,,15,,RTE,DE LYON,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,INTERMARCHE,,,,47.11D,NAFRev2,O
329443543,00056,32944354300056,O,2020-12-15,,,,2021-02-23T10:50:16,true,A,O,,1984-03-06,1000,,,,,,M,DUMARTY,,PHILIPPE,,,,PHILIPPE,,47.11B,NAFRev2,,,N,NN,,00056,2020-12-07T07:10:00,PME,2019,,8,,CHE,DE LA VIE,38490,CHIMILIN,,,38104,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
329582837,00012,32958283700012,O,1984-04-11,21,2019,,2021-10-27T08:27:21,true,A,O,,1984-04-11,5710,SODIV,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,N,O,21,2019,00012,2021-10-27T08:27:22,PME,2019,ZI,,,,CORNAGE,38220,VIZILLE,,,38562,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
331161372,00064,33116137200064,O,2016-04-25,01,2019,,2021-10-27T08:28:22,true,A,O,,1985-01-01,5499,INTERALIM,,,,,,,,,,,,,,47.11B,NAFRev2,,N,O,01,2019,00064,2021-10-27T08:28:22,PME,2019,,20,,RUE,DE SAVOIE,38070,SAINT-QUENTIN-FALLAVIER,,,38449,,,,,,,,,,,,,,,,,,,A,,,,INTERALIM,47.11B,NAFRev2,O
332869155,00025,33286915500025,O,1993-01-05,NN,,,2019-11-14T14:00:36,true,A,O,,1983-12-01,1000,,,,,,M,OUYAHYA,,M'BAREK,,,,M'BAREK,,47.11B,NAFRev2,,,N,NN,,00025,2017-05-20T03:24:40,PME,2019,,3,,RUE,GRAMMONT,38230,CHARVIEU-CHAVAGNEUX,,,38085,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
333569671,00014,33356967100014,O,1985-06-25,NN,,,2008-01-04T20:40:41,true,A,O,,1985-06-25,1000,,,,,,M,MONTEREMAL,,GERARD,,,,GERARD,,47.11B,NAFRev2,,,N,NN,,00014,2017-05-20T03:28:56,PME,2019,,,,RUE,DU BREUIL,38710,MENS,,,38226,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
334120730,00018,33412073000018,O,1985-10-11,22,2019,,2021-10-27T08:30:19,true,A,O,,1985-10-11,5710,JACY,,INTERMARCHE,,,,,,,,,,,,47.11F,NAFRev2,,N,O,22,2019,00018,2021-10-27T08:30:19,PME,2019,,,,AV,DE LA REPUBLIQUE,38320,BRESSON,,,38057,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
334897071,00034,33489707100034,O,1994-11-18,21,2019,,2021-10-27T08:30:55,true,A,O,,1986-03-01,5710,SOVALGRE,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,21,2019,00034,2021-10-27T08:30:55,PME,2019,CHEMIN DE LA CAPUCHE,13,,BD,MAL FOCH,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,INTERMARCHE,,,,47.11D,NAFRev2,O
334959079,00024,33495907900024,O,1987-09-01,NN,,,2018-10-03T04:05:55,true,A,O,,1986-02-01,5499,SIAM IMPORT EXPORT,,BANGKOK PRODUITS EXOTIQUES,,,,,,,,,,,,47.11C,NAFRev2,,,N,NN,,00024,2018-10-03T04:05:55,PME,2019,,38,,AV,LA BRUYERE,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,N
335256764,00010,33525676400010,O,1986-03-24,21,2019,,2021-10-27T08:31:09,true,A,O,,1986-03-24,5710,SAUDIDRO,,INTERMARCHE,,,,,,,,,,,,47.11F,NAFRev2,,N,O,21,2019,00010,2021-10-27T08:31:09,PME,2019,-,,,RTE,N 92 LA MALADIERE,38160,SAINT-SAUVEUR,,,38454,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
337622153,00019,33762215300019,O,1986-04-01,22,2019,,2021-12-19T03:43:08,true,A,O,,1986-04-01,5710,SAINT MARTIN DISTRIBUTION,,CENTRE LECLERC,,,,,,,,,,,,47.11F,NAFRev2,,N,O,22,2019,00019,2021-12-19T03:43:08,PME,2019,,,,RUE,DU PRE RUFFIER,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
338620859,00011,33862085900011,O,1986-08-01,01,2019,,2021-10-27T08:32:10,true,A,O,,1986-08-01,5499,EN DIRECT D ITALIE SARL,,DAL PIZZICAGNOLO,,,,,,,,,,,,47.11C,NAFRev2,,,O,03,2019,00011,2021-10-27T08:32:10,PME,2019,,18,,RUE,BROCHERIE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
338783707,00015,33878370700015,O,1986-09-03,12,2019,,2021-10-27T08:32:17,true,A,O,,1986-09-03,5710,DUCA,,INTERMARCHE,,,,,,,,,,,,47.11F,NAFRev2,,,O,21,2019,00015,2021-10-27T08:32:17,PME,2019,LIEUDIT,,,LD,BIZOLLE,38870,SAINT-SIMEON-DE-BRESSIEUX,,,38457,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
338783707,00049,33878370700049,O,2009-07-01,02,2019,,2021-10-27T08:32:17,false,A,O,,1986-09-03,5710,DUCA,,INTERMARCHE,,,,,,,,,,,,47.11F,NAFRev2,,,O,21,2019,00015,2021-10-27T08:32:17,PME,2019,,61,,PL,DU 19 MARS 1962,38980,VIRIVILLE,,,38561,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
339023905,00013,33902390500013,O,1986-10-15,NN,,,2019-12-17T14:14:40,true,A,O,,1986-10-15,1000,,,,,,M,ROBERT,,PASCAL,HENRI,ALBERT,,PASCAL,,47.11B,NAFRev2,,,N,NN,,00013,2019-12-17T14:14:40,PME,2019,LA FERME DES CHERPES,2275,,RTE,LA FERME DES CHERPES,38470,CHASSELAY,,,38086,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
342822285,00025,34282228500025,O,1992-12-28,21,2019,,2021-10-27T08:35:30,true,A,O,,1987-11-05,5710,SA TROIBECS,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,,O,21,2019,00025,2021-10-27T08:35:30,PME,2019,,,,AV,VICTOR HUGO,38380,SAINT-LAURENT-DU-PONT,,,38412,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,00149,34326262200149,O,1989-11-28,12,2019,,2021-10-27T08:35:52,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,15,,AV,HENRI BARBUSSE,38300,BOURGOIN-JALLIEU,,,38053,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,00206,34326262200206,O,1990-04-03,12,2019,,2021-10-27T08:35:52,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,10,,CRS,JEAN JAURES,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,00958,34326262200958,O,1991-12-03,00,2019,,2021-10-27T08:35:52,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,17,,RUE,DES GLAIRONS,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,02541,34326262202541,O,1994-03-03,11,2019,,2021-10-27T08:35:52,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,3,,AV,DE ROMANS,38360,SASSENAGE,,,38474,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,03952,34326262203952,O,1995-05-31,12,2019,,2021-10-27T08:35:52,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,795,,AV,DE LA GARE,38530,PONTCHARRA,,,38314,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,03994,34326262203994,O,1995-01-25,11,2019,,2021-10-27T08:35:52,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,81,,AV,DOCTEUR VALOIS,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,07821,34326262207821,O,1999-05-21,11,2019,,2021-10-27T08:35:53,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,,,RUE,FRANCISQUE BONNIER,38200,VIENNE,,,38544,,,,,,,,RUE,FABRE,38200,VIENNE,,,38544,,,,,A,,,,,47.11D,NAFRev2,O
343262622,08035,34326262208035,O,1999-05-19,12,2019,,2021-10-27T08:35:53,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,,,AV,DE LA PIERRE DOURDANT,38290,LA VERPILLIERE,,,38537,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,08845,34326262208845,O,2000-05-10,12,2019,,2021-10-27T08:35:53,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,6,,RUE,GEORGE SAND,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,10452,34326262210452,O,2002-04-10,12,2019,,2021-10-27T08:35:53,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,CD 45,,,,PEILLADOUX,38210,TULLINS,,,38517,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
343262622,11666,34326262211666,O,2003-09-03,12,2019,,2021-10-27T08:35:53,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,,,AV,EUGENE LAFORGE,38690,LE GRAND-LEMPS,,,38182,,,,,,,,,,,,,,,,,,,A,LIDL,,,,47.11D,NAFRev2,O
343262622,13944,34326262213944,O,2007-02-28,11,2019,,2021-10-27T08:35:54,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,QUARTIER TRIFORIUM BD DECUMANUS,,,BD,DE L ARBONNAS,38080,L'ISLE-D'ABEAU,,,38193,,,,,,,,,,,,,,,,,,,A,LIDL,,,,47.11D,NAFRev2,O
343262622,16129,34326262216129,O,2009-10-21,12,2019,,2021-10-27T08:35:54,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,RN 75,,,LD,LE CHARMAY,38490,CHARANCIEU,,,38080,,,,,,,,,,,,,,,,,,,A,LIDL,,,,47.11D,NAFRev2,O
343262622,17291,34326262217291,O,2010-09-22,11,2019,,2021-10-27T08:35:54,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,RN 75,,,,ANCLENOUX,38390,MONTALIEU-VERCIEU,,,38247,,,,,,,,,,,,,,,,,,,A,LIDL,,,,47.11D,NAFRev2,O
343262622,17309,34326262217309,O,2010-09-01,12,2019,,2021-10-27T08:35:54,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,LE VILLAGE,20,,RTE,DE GRENOBLE,38590,SAINT-ETIENNE-DE-SAINT-GEOIRS,,,38384,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
343262622,18455,34326262218455,O,2011-12-07,12,2019,,2021-10-27T08:35:55,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,2,,RUE,DES SILOS,38300,BOURGOIN-JALLIEU,,,38053,,,,,,,,,,,,,,,,,,,A,LIDL,,,,47.11D,NAFRev2,O
343262622,18703,34326262218703,O,2012-05-09,11,2019,,2021-10-27T08:35:55,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,,,AV,GENERAL LECLERC,38950,SAINT-MARTIN-LE-VINOUX,,,38423,,,,,,,,,,,,,,,,,,,A,LIDL,,,,47.11D,NAFRev2,O
343262622,18893,34326262218893,O,2013-04-10,12,2019,,2021-10-27T08:35:55,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,97,,RUE,DES ALLIES,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,LIDL,,,,47.11D,NAFRev2,O
343262622,20048,34326262220048,O,2016-02-24,12,2019,,2021-10-27T08:35:55,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,,,AV,DE ROMANS,38160,SAINT-MARCELLIN,,,38416,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,21038,34326262221038,O,2017-05-24,,,,2017-05-03T09:00:51,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,,,RUE,DES FORGES,38220,VIZILLE,,,38562,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,21293,34326262221293,O,2017-10-25,,,,2019-11-14T14:00:36,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,1304,,RTE,DE BEAUREPAIRE,38270,SAINT-BARTHELEMY,,,38363,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,21491,34326262221491,O,2018-02-14,,,,2019-11-14T14:00:36,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,90,,CHE,DES ROUES,38670,CHASSE-SUR-RHONE,,,38087,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
